date,retailer,category,sales_qty,price,promotion
2024-09-02,local,Groceries & Staples,60,290.42,0
2024-09-02,local,Beverages & Cold Drinks,70,73.75,1
2024-09-02,local,Personal Care,61,204.13,0
2024-09-02,local,Apparels & Innerwear,43,76.72,0
2024-09-03,dmart,Stationery & Books,63,358.26,1
2024-09-03,dmart,Ready-to-Eat & Instant Food,49,421.19,0
2024-09-03,dmart,Groceries & Staples,88,326.74,0
2024-09-03,dmart,Beverages & Cold Drinks,101,320.82,0
2024-09-03,dmart,Personal Care,63,489.97,0
2024-09-03,dmart,Apparels & Innerwear,89,442.36,0
2024-09-03,vmart,Stationery & Books,47,182.22,0
2024-09-03,vmart,Ready-to-Eat & Instant Food,53,443.68,0
2024-09-03,vmart,Groceries & Staples,57,345.82,0
2024-09-03,vmart,Beverages & Cold Drinks,57,428.7,0
2024-09-03,vmart,Personal Care,92,184.39,0
2024-09-03,vmart,Apparels & Innerwear,122,271.57,0
2024-09-03,local,Stationery & Books,102,437.68,0
2024-09-03,local,Ready-to-Eat & Instant Food,101,369.44,1
2024-09-03,local,Groceries & Staples,65,406.04,0
2024-09-03,local,Beverages & Cold Drinks,38,139.96,0
2024-09-03,local,Personal Care,63,376.08,0
2024-09-03,local,Apparels & Innerwear,43,196.83,0
2024-09-04,dmart,Stationery & Books,63,211.53,0
2024-09-04,dmart,Ready-to-Eat & Instant Food,75,107.54,1
2024-09-04,dmart,Groceries & Staples,78,372.53,0
2024-09-04,dmart,Beverages & Cold Drinks,71,218.04,0
2024-09-04,dmart,Personal Care,59,474.47,0
2024-09-04,dmart,Apparels & Innerwear,28,401.62,0
2024-09-04,vmart,Stationery & Books,25,389.18,0
2024-09-04,vmart,Ready-to-Eat & Instant Food,56,235.42,0
2024-09-04,vmart,Groceries & Staples,90,80.33,0
2024-09-04,vmart,Beverages & Cold Drinks,51,494.15,0
2024-09-04,vmart,Personal Care,63,221.69,0
2024-09-04,vmart,Apparels & Innerwear,73,373.17,0
2024-09-04,local,Stationery & Books,65,162.32,0
2024-09-04,local,Ready-to-Eat & Instant Food,97,69.16,0
2024-09-04,local,Groceries & Staples,77,218.15,0
2024-09-04,local,Beverages & Cold Drinks,52,259.79,0
2024-09-04,local,Personal Care,67,106.73,1
2024-09-04,local,Apparels & Innerwear,53,105.6,0
2024-09-05,dmart,Stationery & Books,51,184.12,0
2024-09-05,dmart,Ready-to-Eat & Instant Food,60,472.55,0
2024-09-05,dmart,Groceries & Staples,101,245.19,0
2024-09-05,dmart,Beverages & Cold Drinks,85,93.63,0
2024-09-05,dmart,Personal Care,31,100.13,0
2024-09-05,dmart,Apparels & Innerwear,58,167.75,0
2024-09-05,vmart,Stationery & Books,50,129.2,0
2024-09-05,vmart,Ready-to-Eat & Instant Food,56,394.09,0
2024-09-05,vmart,Groceries & Staples,47,110.25,0
2024-09-05,vmart,Beverages & Cold Drinks,34,82.51,0
2024-09-05,vmart,Personal Care,41,199.23,0
2024-09-05,vmart,Apparels & Innerwear,126,160.34,1
2024-09-05,local,Stationery & Books,74,341.93,0
2024-09-05,local,Ready-to-Eat & Instant Food,86,347.54,0
2024-09-05,local,Groceries & Staples,58,189.58,0
2024-09-05,local,Beverages & Cold Drinks,69,280.26,0
2024-09-05,local,Personal Care,33,114.08,0
2024-09-05,local,Apparels & Innerwear,72,177.34,0
2024-09-06,dmart,Stationery & Books,92,482.72,0
2024-09-06,dmart,Ready-to-Eat & Instant Food,32,166.8,0
2024-09-06,dmart,Groceries & Staples,64,334.96,0
2024-09-06,dmart,Beverages & Cold Drinks,68,381.8,0
2024-09-06,dmart,Personal Care,49,356.62,0
2024-09-06,dmart,Apparels & Innerwear,49,392.87,1
2024-09-06,vmart,Stationery & Books,73,462.31,0
2024-09-06,vmart,Ready-to-Eat & Instant Food,42,291.26,0
2024-09-06,vmart,Groceries & Staples,38,423.73,0
2024-09-06,vmart,Beverages & Cold Drinks,34,419.15,0
2024-09-06,vmart,Personal Care,61,382.85,0
2024-09-06,vmart,Apparels & Innerwear,98,411.61,0
2024-09-06,local,Stationery & Books,95,114.7,0
2024-09-06,local,Ready-to-Eat & Instant Food,105,488.67,0
2024-09-06,local,Groceries & Staples,41,69.02,0
2024-09-06,local,Beverages & Cold Drinks,54,424.04,0
2024-09-06,local,Personal Care,45,234.81,0
2024-09-06,local,Apparels & Innerwear,41,409.47,0
2024-09-07,dmart,Stationery & Books,116,368.64,0
2024-09-07,dmart,Ready-to-Eat & Instant Food,101,76.34,0
2024-09-07,dmart,Groceries & Staples,175,318.59,0
2024-09-07,dmart,Beverages & Cold Drinks,115,497.93,0
2024-09-07,dmart,Personal Care,58,392.08,0
2024-09-07,dmart,Apparels & Innerwear,76,117.01,0
2024-09-07,vmart,Stationery & Books,71,483.33,0
2024-09-07,vmart,Ready-to-Eat & Instant Food,112,398.74,0
2024-09-07,vmart,Groceries & Staples,44,265.86,0
2024-09-07,vmart,Beverages & Cold Drinks,80,455.31,0
2024-09-07,vmart,Personal Care,74,301.43,1
2024-09-07,vmart,Apparels & Innerwear,154,371.33,1
2024-09-07,local,Stationery & Books,137,176.57,0
2024-09-07,local,Ready-to-Eat & Instant Food,164,459.86,0
2024-09-07,local,Groceries & Staples,72,210.51,0
2024-09-07,local,Beverages & Cold Drinks,65,255.4,0
2024-09-07,local,Personal Care,49,473.36,0
2024-09-07,local,Apparels & Innerwear,100,312.41,0
2024-09-08,dmart,Stationery & Books,57,147.02,0
2024-09-08,dmart,Ready-to-Eat & Instant Food,111,363.67,0
2024-09-08,dmart,Groceries & Staples,143,431.63,0
2024-09-08,dmart,Beverages & Cold Drinks,96,327.74,0
2024-09-08,dmart,Personal Care,69,477.42,0
2024-09-08,dmart,Apparels & Innerwear,95,178.84,0
2024-09-08,vmart,Stationery & Books,85,472.02,0
2024-09-08,vmart,Ready-to-Eat & Instant Food,61,207.26,0
2024-09-08,vmart,Groceries & Staples,92,418.71,0
2024-09-08,vmart,Beverages & Cold Drinks,72,129.24,0
2024-09-08,vmart,Personal Care,112,305.46,0
2024-09-08,vmart,Apparels & Innerwear,133,484.25,0
2024-09-08,local,Stationery & Books,126,395.33,1
2024-09-08,local,Ready-to-Eat & Instant Food,119,141.49,0
2024-09-08,local,Groceries & Staples,36,113.01,0
2024-09-08,local,Beverages & Cold Drinks,38,125.08,0
2024-09-08,local,Personal Care,52,143.51,0
2024-09-08,local,Apparels & Innerwear,113,342.69,0
2024-09-09,dmart,Stationery & Books,72,366.08,0
2024-09-09,dmart,Ready-to-Eat & Instant Food,50,481.31,0
2024-09-09,dmart,Groceries & Staples,101,491.7,0
2024-09-09,dmart,Beverages & Cold Drinks,91,397.29,0
2024-09-09,dmart,Personal Care,75,86.57,0
2024-09-09,dmart,Apparels & Innerwear,47,396.83,0
2024-09-09,vmart,Stationery & Books,66,212.29,0
2024-09-09,vmart,Ready-to-Eat & Instant Food,85,61.23,1
2024-09-09,vmart,Groceries & Staples,30,349.15,0
2024-09-09,vmart,Beverages & Cold Drinks,56,296.96,0
2024-09-09,vmart,Personal Care,48,467.19,0
2024-09-09,vmart,Apparels & Innerwear,145,319.42,1
2024-09-09,local,Stationery & Books,75,292.02,0
2024-09-09,local,Ready-to-Eat & Instant Food,98,122.2,1
2024-09-09,local,Groceries & Staples,90,80.22,0
2024-09-09,local,Beverages & Cold Drinks,51,71.05,0
2024-09-09,local,Personal Care,85,370.89,0
2024-09-09,local,Apparels & Innerwear,59,396.27,0
2024-09-10,dmart,Stationery & Books,75,488.44,0
2024-09-10,dmart,Ready-to-Eat & Instant Food,33,306.14,0
2024-09-10,dmart,Groceries & Staples,98,144.0,0
2024-09-10,dmart,Beverages & Cold Drinks,81,65.71,0
2024-09-10,dmart,Personal Care,33,292.46,0
2024-09-10,dmart,Apparels & Innerwear,87,74.72,1
2024-09-10,vmart,Stationery & Books,82,235.9,0
2024-09-10,vmart,Ready-to-Eat & Instant Food,39,260.98,0
2024-09-10,vmart,Groceries & Staples,41,73.81,0
2024-09-10,vmart,Beverages & Cold Drinks,79,177.1,1
2024-09-10,vmart,Personal Care,78,52.2,0
2024-09-10,vmart,Apparels & Innerwear,110,258.31,0
2024-09-10,local,Stationery & Books,70,261.9,0
2024-09-10,local,Ready-to-Eat & Instant Food,87,484.25,0
2024-09-10,local,Groceries & Staples,40,310.42,0
2024-09-10,local,Beverages & Cold Drinks,71,458.43,0
2024-09-10,local,Personal Care,82,266.56,0
2024-09-10,local,Apparels & Innerwear,49,176.86,0
2024-09-11,dmart,Stationery & Books,39,298.37,0
2024-09-11,dmart,Ready-to-Eat & Instant Food,35,415.8,0
2024-09-11,dmart,Groceries & Staples,100,178.42,0
2024-09-11,dmart,Beverages & Cold Drinks,65,359.28,0
2024-09-11,dmart,Personal Care,76,144.82,0
2024-09-11,dmart,Apparels & Innerwear,36,293.21,0
2024-09-11,vmart,Stationery & Books,43,107.73,0
2024-09-11,vmart,Ready-to-Eat & Instant Food,64,373.89,0
2024-09-11,vmart,Groceries & Staples,43,356.01,0
2024-09-11,vmart,Beverages & Cold Drinks,62,448.04,0
2024-09-11,vmart,Personal Care,30,166.12,0
2024-09-11,vmart,Apparels & Innerwear,107,53.46,1
2024-09-11,local,Stationery & Books,78,306.03,0
2024-09-11,local,Ready-to-Eat & Instant Food,107,69.14,0
2024-09-11,local,Groceries & Staples,43,276.31,0
2024-09-11,local,Beverages & Cold Drinks,39,245.81,0
2024-09-11,local,Personal Care,54,362.98,0
2024-09-11,local,Apparels & Innerwear,61,335.41,0
2024-09-12,dmart,Stationery & Books,59,97.5,1
2024-09-12,dmart,Ready-to-Eat & Instant Food,56,152.91,0
2024-09-12,dmart,Groceries & Staples,111,457.37,0
2024-09-12,dmart,Beverages & Cold Drinks,87,181.25,0
2024-09-12,dmart,Personal Care,47,126.45,0
2024-09-12,dmart,Apparels & Innerwear,37,84.08,0
2024-09-12,vmart,Stationery & Books,47,437.45,0
2024-09-12,vmart,Ready-to-Eat & Instant Food,52,259.53,0
2024-09-12,vmart,Groceries & Staples,71,283.83,0
2024-09-12,vmart,Beverages & Cold Drinks,54,257.26,0
2024-09-12,vmart,Personal Care,83,453.22,0
2024-09-12,vmart,Apparels & Innerwear,104,395.48,0
2024-09-12,local,Stationery & Books,51,92.92,0
2024-09-12,local,Ready-to-Eat & Instant Food,87,239.08,0
2024-09-12,local,Groceries & Staples,43,184.16,0
2024-09-12,local,Beverages & Cold Drinks,53,283.13,1
2024-09-12,local,Personal Care,83,115.0,0
2024-09-12,local,Apparels & Innerwear,49,185.16,1
2024-09-13,dmart,Stationery & Books,50,108.13,0
2024-09-13,dmart,Ready-to-Eat & Instant Food,82,295.47,0
2024-09-13,dmart,Groceries & Staples,79,255.52,0
2024-09-13,dmart,Beverages & Cold Drinks,112,348.36,0
2024-09-13,dmart,Personal Care,74,124.61,0
2024-09-13,dmart,Apparels & Innerwear,67,246.69,0
2024-09-13,vmart,Stationery & Books,46,260.54,0
2024-09-13,vmart,Ready-to-Eat & Instant Food,40,450.09,0
2024-09-13,vmart,Groceries & Staples,39,391.83,0
2024-09-13,vmart,Beverages & Cold Drinks,79,239.29,0
2024-09-13,vmart,Personal Care,44,253.3,0
2024-09-13,vmart,Apparels & Innerwear,94,322.99,0
2024-09-13,local,Stationery & Books,118,394.3,0
2024-09-13,local,Ready-to-Eat & Instant Food,104,358.32,0
2024-09-13,local,Groceries & Staples,79,352.36,0
2024-09-13,local,Beverages & Cold Drinks,91,219.81,0
2024-09-13,local,Personal Care,71,207.71,1
2024-09-13,local,Apparels & Innerwear,71,434.27,0
2024-09-14,dmart,Stationery & Books,61,190.05,0
2024-09-14,dmart,Ready-to-Eat & Instant Food,102,172.3,0
2024-09-14,dmart,Groceries & Staples,157,311.14,1
2024-09-14,dmart,Beverages & Cold Drinks,116,282.99,0
2024-09-14,dmart,Personal Care,64,478.56,0
2024-09-14,dmart,Apparels & Innerwear,71,424.79,0
2024-09-14,vmart,Stationery & Books,77,449.92,0
2024-09-14,vmart,Ready-to-Eat & Instant Food,88,485.08,0
2024-09-14,vmart,Groceries & Staples,93,323.19,0
2024-09-14,vmart,Beverages & Cold Drinks,71,180.3,0
2024-09-14,vmart,Personal Care,48,65.73,0
2024-09-14,vmart,Apparels & Innerwear,108,308.85,0
2024-09-14,local,Stationery & Books,104,451.36,0
2024-09-14,local,Ready-to-Eat & Instant Food,128,392.94,0
2024-09-14,local,Groceries & Staples,65,342.61,0
2024-09-14,local,Beverages & Cold Drinks,105,265.06,0
2024-09-14,local,Personal Care,71,379.66,0
2024-09-14,local,Apparels & Innerwear,76,436.54,0
2024-09-15,dmart,Stationery & Books,83,93.57,0
2024-09-15,dmart,Ready-to-Eat & Instant Food,120,87.73,0
2024-09-15,dmart,Groceries & Staples,164,437.17,0
2024-09-15,dmart,Beverages & Cold Drinks,73,203.86,0
2024-09-15,dmart,Personal Care,57,148.25,0
2024-09-15,dmart,Apparels & Innerwear,81,320.9,0
2024-09-15,vmart,Stationery & Books,74,483.43,0
2024-09-15,vmart,Ready-to-Eat & Instant Food,112,345.22,0
2024-09-15,vmart,Groceries & Staples,101,131.2,1
2024-09-15,vmart,Beverages & Cold Drinks,52,103.17,0
2024-09-15,vmart,Personal Care,66,238.02,0
2024-09-15,vmart,Apparels & Innerwear,118,262.52,0
2024-09-15,local,Stationery & Books,138,117.58,0
2024-09-15,local,Ready-to-Eat & Instant Food,136,242.43,0
2024-09-15,local,Groceries & Staples,96,225.84,0
2024-09-15,local,Beverages & Cold Drinks,83,303.97,0
2024-09-15,local,Personal Care,45,357.12,0
2024-09-15,local,Apparels & Innerwear,52,289.12,0
2024-09-16,dmart,Stationery & Books,24,237.13,0
2024-09-16,dmart,Ready-to-Eat & Instant Food,63,188.49,0
2024-09-16,dmart,Groceries & Staples,100,303.6,1
2024-09-16,dmart,Beverages & Cold Drinks,141,364.5,1
2024-09-16,dmart,Personal Care,70,434.44,0
2024-09-16,dmart,Apparels & Innerwear,35,271.71,0
2024-09-16,vmart,Stationery & Books,60,362.84,0
2024-09-16,vmart,Ready-to-Eat & Instant Food,82,477.39,0
2024-09-16,vmart,Groceries & Staples,40,346.47,0
2024-09-16,vmart,Beverages & Cold Drinks,47,210.13,0
2024-09-16,vmart,Personal Care,46,148.27,0
2024-09-16,vmart,Apparels & Innerwear,82,418.31,0
2024-09-16,local,Stationery & Books,95,152.22,0
2024-09-16,local,Ready-to-Eat & Instant Food,80,375.4,0
2024-09-16,local,Groceries & Staples,69,459.56,0
2024-09-16,local,Beverages & Cold Drinks,43,228.57,0
2024-09-16,local,Personal Care,48,396.64,1
2024-09-16,local,Apparels & Innerwear,55,138.63,1
2024-09-17,dmart,Stationery & Books,35,254.48,0
2024-09-17,dmart,Ready-to-Eat & Instant Food,43,177.46,0
2024-09-17,dmart,Groceries & Staples,55,278.23,0
2024-09-17,dmart,Beverages & Cold Drinks,52,140.84,0
2024-09-17,dmart,Personal Care,60,461.69,0
2024-09-17,dmart,Apparels & Innerwear,53,259.58,0
2024-09-17,vmart,Stationery & Books,63,417.82,0
2024-09-17,vmart,Ready-to-Eat & Instant Food,44,259.09,0
2024-09-17,vmart,Groceries & Staples,60,262.02,0
2024-09-17,vmart,Beverages & Cold Drinks,53,164.34,0
2024-09-17,vmart,Personal Care,44,202.11,0
2024-09-17,vmart,Apparels & Innerwear,82,89.79,0
2024-09-17,local,Stationery & Books,76,223.38,0
2024-09-17,local,Ready-to-Eat & Instant Food,66,452.7,0
2024-09-17,local,Groceries & Staples,55,438.51,0
2024-09-17,local,Beverages & Cold Drinks,44,85.0,1
2024-09-17,local,Personal Care,52,305.87,0
2024-09-17,local,Apparels & Innerwear,39,416.26,0
2024-09-18,dmart,Stationery & Books,84,47.46,1
2024-09-18,dmart,Ready-to-Eat & Instant Food,27,88.48,0
2024-09-18,dmart,Groceries & Staples,96,73.71,1
2024-09-18,dmart,Beverages & Cold Drinks,60,232.72,0
2024-09-18,dmart,Personal Care,86,150.2,0
2024-09-18,dmart,Apparels & Innerwear,55,363.19,1
2024-09-18,vmart,Stationery & Books,44,238.55,0
2024-09-18,vmart,Ready-to-Eat & Instant Food,53,400.54,0
2024-09-18,vmart,Groceries & Staples,30,264.77,0
2024-09-18,vmart,Beverages & Cold Drinks,92,355.47,1
2024-09-18,vmart,Personal Care,31,469.36,0
2024-09-18,vmart,Apparels & Innerwear,116,231.38,0
2024-09-18,local,Stationery & Books,102,91.5,0
2024-09-18,local,Ready-to-Eat & Instant Food,59,318.04,0
2024-09-18,local,Groceries & Staples,60,272.18,0
2024-09-18,local,Beverages & Cold Drinks,36,389.14,0
2024-09-18,local,Personal Care,60,390.26,0
2024-09-18,local,Apparels & Innerwear,70,456.99,0
2024-09-19,dmart,Stationery & Books,67,448.77,0
2024-09-19,dmart,Ready-to-Eat & Instant Food,39,53.24,0
2024-09-19,dmart,Groceries & Staples,83,232.13,0
2024-09-19,dmart,Beverages & Cold Drinks,51,343.56,0
2024-09-19,dmart,Personal Care,55,102.06,0
2024-09-19,dmart,Apparels & Innerwear,36,301.05,0
2024-09-19,vmart,Stationery & Books,68,102.23,1
2024-09-19,vmart,Ready-to-Eat & Instant Food,52,389.33,0
2024-09-19,vmart,Groceries & Staples,84,361.35,0
2024-09-19,vmart,Beverages & Cold Drinks,76,51.05,0
2024-09-19,vmart,Personal Care,72,288.9,0
2024-09-19,vmart,Apparels & Innerwear,73,440.15,0
2024-09-19,local,Stationery & Books,93,111.86,0
2024-09-19,local,Ready-to-Eat & Instant Food,112,161.27,0
2024-09-19,local,Groceries & Staples,57,109.44,0
2024-09-19,local,Beverages & Cold Drinks,55,410.07,0
2024-09-19,local,Personal Care,65,177.43,0
2024-09-19,local,Apparels & Innerwear,45,322.7,1
2024-09-20,dmart,Stationery & Books,78,475.99,0
2024-09-20,dmart,Ready-to-Eat & Instant Food,39,176.31,0
2024-09-20,dmart,Groceries & Staples,69,262.48,0
2024-09-20,dmart,Beverages & Cold Drinks,74,352.52,0
2024-09-20,dmart,Personal Care,83,114.89,0
2024-09-20,dmart,Apparels & Innerwear,76,468.47,0
2024-09-20,vmart,Stationery & Books,63,57.72,0
2024-09-20,vmart,Ready-to-Eat & Instant Food,72,342.6,1
2024-09-20,vmart,Groceries & Staples,88,456.55,0
2024-09-20,vmart,Beverages & Cold Drinks,76,327.62,0
2024-09-20,vmart,Personal Care,54,167.94,0
2024-09-20,vmart,Apparels & Innerwear,81,220.22,0
2024-09-20,local,Stationery & Books,75,68.26,1
2024-09-20,local,Ready-to-Eat & Instant Food,68,228.72,0
2024-09-20,local,Groceries & Staples,62,169.28,0
2024-09-20,local,Beverages & Cold Drinks,61,200.26,0
2024-09-20,local,Personal Care,31,338.79,0
2024-09-20,local,Apparels & Innerwear,60,454.27,0
2024-09-21,dmart,Stationery & Books,89,218.87,0
2024-09-21,dmart,Ready-to-Eat & Instant Food,104,491.89,0
2024-09-21,dmart,Groceries & Staples,128,481.2,0
2024-09-21,dmart,Beverages & Cold Drinks,149,65.3,1
2024-09-21,dmart,Personal Care,78,280.77,0
2024-09-21,dmart,Apparels & Innerwear,125,433.35,0
2024-09-21,vmart,Stationery & Books,48,96.0,0
2024-09-21,vmart,Ready-to-Eat & Instant Food,58,131.32,0
2024-09-21,vmart,Groceries & Staples,108,234.34,0
2024-09-21,vmart,Beverages & Cold Drinks,74,219.13,0
2024-09-21,vmart,Personal Care,87,485.58,0
2024-09-21,vmart,Apparels & Innerwear,114,217.38,0
2024-09-21,local,Stationery & Books,144,361.13,0
2024-09-21,local,Ready-to-Eat & Instant Food,118,496.58,0
2024-09-21,local,Groceries & Staples,87,156.54,1
2024-09-21,local,Beverages & Cold Drinks,83,258.96,1
2024-09-21,local,Personal Care,54,165.34,0
2024-09-21,local,Apparels & Innerwear,94,102.63,0
2024-09-22,dmart,Stationery & Books,55,459.09,0
2024-09-22,dmart,Ready-to-Eat & Instant Food,116,215.59,0
2024-09-22,dmart,Groceries & Staples,114,394.41,0
2024-09-22,dmart,Beverages & Cold Drinks,144,353.6,0
2024-09-22,dmart,Personal Care,61,350.06,0
2024-09-22,dmart,Apparels & Innerwear,99,221.48,0
2024-09-22,vmart,Stationery & Books,53,362.47,0
2024-09-22,vmart,Ready-to-Eat & Instant Food,99,92.66,0
2024-09-22,vmart,Groceries & Staples,38,66.28,0
2024-09-22,vmart,Beverages & Cold Drinks,89,119.38,0
2024-09-22,vmart,Personal Care,85,398.51,0
2024-09-22,vmart,Apparels & Innerwear,106,121.39,1
2024-09-22,local,Stationery & Books,96,429.35,0
2024-09-22,local,Ready-to-Eat & Instant Food,83,160.65,0
2024-09-22,local,Groceries & Staples,90,85.9,0
2024-09-22,local,Beverages & Cold Drinks,65,469.48,0
2024-09-22,local,Personal Care,54,378.51,0
2024-09-22,local,Apparels & Innerwear,73,453.36,0
2024-09-23,dmart,Stationery & Books,87,219.99,0
2024-09-23,dmart,Ready-to-Eat & Instant Food,46,442.13,0
2024-09-23,dmart,Groceries & Staples,89,454.89,0
2024-09-23,dmart,Beverages & Cold Drinks,61,457.57,0
2024-09-23,dmart,Personal Care,34,138.41,0
2024-09-23,dmart,Apparels & Innerwear,71,145.56,0
2024-09-23,vmart,Stationery & Books,44,328.61,0
2024-09-23,vmart,Ready-to-Eat & Instant Food,61,111.61,0
2024-09-23,vmart,Groceries & Staples,61,155.95,0
2024-09-23,vmart,Beverages & Cold Drinks,81,62.84,0
2024-09-23,vmart,Personal Care,43,348.07,0
2024-09-23,vmart,Apparels & Innerwear,92,193.7,0
2024-09-23,local,Stationery & Books,106,137.25,0
2024-09-23,local,Ready-to-Eat & Instant Food,84,205.97,0
2024-09-23,local,Groceries & Staples,64,456.81,0
2024-09-23,local,Beverages & Cold Drinks,53,462.34,0
2024-09-23,local,Personal Care,61,384.4,0
2024-09-23,local,Apparels & Innerwear,41,137.94,0
2024-09-24,dmart,Stationery & Books,36,366.52,0
2024-09-24,dmart,Ready-to-Eat & Instant Food,31,272.41,0
2024-09-24,dmart,Groceries & Staples,72,358.67,0
2024-09-24,dmart,Beverages & Cold Drinks,87,170.77,0
2024-09-24,dmart,Personal Care,44,198.97,0
2024-09-24,dmart,Apparels & Innerwear,45,238.88,0
2024-09-24,vmart,Stationery & Books,66,121.32,0
2024-09-24,vmart,Ready-to-Eat & Instant Food,90,75.3,0
2024-09-24,vmart,Groceries & Staples,57,358.87,0
2024-09-24,vmart,Beverages & Cold Drinks,42,344.0,0
2024-09-24,vmart,Personal Care,56,197.25,0
2024-09-24,vmart,Apparels & Innerwear,71,303.89,0
2024-09-24,local,Stationery & Books,60,198.34,0
2024-09-24,local,Ready-to-Eat & Instant Food,96,379.14,0
2024-09-24,local,Groceries & Staples,34,330.44,0
2024-09-24,local,Beverages & Cold Drinks,44,213.51,0
2024-09-24,local,Personal Care,39,489.68,0
2024-09-24,local,Apparels & Innerwear,75,240.28,0
2024-09-25,dmart,Stationery & Books,81,413.66,0
2024-09-25,dmart,Ready-to-Eat & Instant Food,37,377.54,0
2024-09-25,dmart,Groceries & Staples,91,335.13,1
2024-09-25,dmart,Beverages & Cold Drinks,71,157.41,0
2024-09-25,dmart,Personal Care,60,259.71,0
2024-09-25,dmart,Apparels & Innerwear,52,413.89,0
2024-09-25,vmart,Stationery & Books,39,81.47,0
2024-09-25,vmart,Ready-to-Eat & Instant Food,59,219.1,0
2024-09-25,vmart,Groceries & Staples,86,498.12,0
2024-09-25,vmart,Beverages & Cold Drinks,69,277.78,0
2024-09-25,vmart,Personal Care,61,227.84,0
2024-09-25,vmart,Apparels & Innerwear,102,374.67,0
2024-09-25,local,Stationery & Books,108,130.16,0
2024-09-25,local,Ready-to-Eat & Instant Food,66,359.69,0
2024-09-25,local,Groceries & Staples,51,401.22,0
2024-09-25,local,Beverages & Cold Drinks,44,91.98,0
2024-09-25,local,Personal Care,37,483.66,0
2024-09-25,local,Apparels & Innerwear,43,463.09,0
2024-09-26,dmart,Stationery & Books,86,184.4,0
2024-09-26,dmart,Ready-to-Eat & Instant Food,41,234.48,0
2024-09-26,dmart,Groceries & Staples,85,317.69,0
2024-09-26,dmart,Beverages & Cold Drinks,57,355.38,0
2024-09-26,dmart,Personal Care,38,433.54,0
2024-09-26,dmart,Apparels & Innerwear,70,145.73,0
2024-09-26,vmart,Stationery & Books,47,67.58,0
2024-09-26,vmart,Ready-to-Eat & Instant Food,46,279.85,0
2024-09-26,vmart,Groceries & Staples,33,335.24,0
2024-09-26,vmart,Beverages & Cold Drinks,42,87.64,0
2024-09-26,vmart,Personal Care,39,253.15,1
2024-09-26,vmart,Apparels & Innerwear,97,498.12,0
2024-09-26,local,Stationery & Books,102,483.9,0
2024-09-26,local,Ready-to-Eat & Instant Food,89,162.92,0
2024-09-26,local,Groceries & Staples,50,221.11,0
2024-09-26,local,Beverages & Cold Drinks,37,298.49,0
2024-09-26,local,Personal Care,49,260.65,0
2024-09-26,local,Apparels & Innerwear,61,139.79,0
2024-09-27,dmart,Stationery & Books,51,468.22,0
2024-09-27,dmart,Ready-to-Eat & Instant Food,44,434.04,0
2024-09-27,dmart,Groceries & Staples,103,303.86,0
2024-09-27,dmart,Beverages & Cold Drinks,50,385.91,0
2024-09-27,dmart,Personal Care,43,471.16,0
2024-09-27,dmart,Apparels & Innerwear,57,372.62,0
2024-09-27,vmart,Stationery & Books,63,471.46,0
2024-09-27,vmart,Ready-to-Eat & Instant Food,43,192.76,0
2024-09-27,vmart,Groceries & Staples,49,49.38,1
2024-09-27,vmart,Beverages & Cold Drinks,41,234.28,0
2024-09-27,vmart,Personal Care,35,205.54,0
2024-09-27,vmart,Apparels & Innerwear,100,435.0,0
2024-09-27,local,Stationery & Books,54,452.61,0
2024-09-27,local,Ready-to-Eat & Instant Food,53,307.25,0
2024-09-27,local,Groceries & Staples,54,442.17,0
2024-09-27,local,Beverages & Cold Drinks,45,394.67,0
2024-09-27,local,Personal Care,33,387.36,0
2024-09-27,local,Apparels & Innerwear,73,333.19,0
2024-09-28,dmart,Stationery & Books,90,204.45,0
2024-09-28,dmart,Ready-to-Eat & Instant Food,113,456.29,0
2024-09-28,dmart,Groceries & Staples,128,318.03,0
2024-09-28,dmart,Beverages & Cold Drinks,95,360.55,0
2024-09-28,dmart,Personal Care,97,454.63,0
2024-09-28,dmart,Apparels & Innerwear,51,135.15,0
2024-09-28,vmart,Stationery & Books,59,278.57,0
2024-09-28,vmart,Ready-to-Eat & Instant Food,50,283.9,0
2024-09-28,vmart,Groceries & Staples,58,183.15,0
2024-09-28,vmart,Beverages & Cold Drinks,74,110.07,0
2024-09-28,vmart,Personal Care,84,91.44,0
2024-09-28,vmart,Apparels & Innerwear,116,222.31,0
2024-09-28,local,Stationery & Books,95,249.26,0
2024-09-28,local,Ready-to-Eat & Instant Food,113,182.65,0
2024-09-28,local,Groceries & Staples,63,284.42,0
2024-09-28,local,Beverages & Cold Drinks,132,380.84,1
2024-09-28,local,Personal Care,87,311.4,0
2024-09-28,local,Apparels & Innerwear,46,341.77,0
2024-09-29,dmart,Stationery & Books,59,406.6,0
2024-09-29,dmart,Ready-to-Eat & Instant Food,47,440.89,0
2024-09-29,dmart,Groceries & Staples,129,117.93,0
2024-09-29,dmart,Beverages & Cold Drinks,63,200.11,0
2024-09-29,dmart,Personal Care,55,171.4,1
2024-09-29,dmart,Apparels & Innerwear,41,444.04,0
2024-09-29,vmart,Stationery & Books,48,112.88,1
2024-09-29,vmart,Ready-to-Eat & Instant Food,69,448.5,0
2024-09-29,vmart,Groceries & Staples,102,265.28,0
2024-09-29,vmart,Beverages & Cold Drinks,42,277.66,0
2024-09-29,vmart,Personal Care,89,98.47,0
2024-09-29,vmart,Apparels & Innerwear,86,246.81,0
2024-09-29,local,Stationery & Books,105,376.91,0
